user_id,signup_date,plan_type,monthly_price,city,churn_date
49,2024-01-01,Monthly,299,Kolkata,2024-05-01
50,2024-01-01,Annual,2499,Patna,
51,2024-01-01,Annual,2499,Pune,
52,2024-01-01,Monthly,299,Bengaluru,2024-09-01
53,2024-01-01,Monthly,299,Delhi,2025-11-01
54,2024-01-01,Monthly,299,Pune,2024-08-01
55,2024-01-01,Monthly,299,Bengaluru,2024-08-01
56,2024-01-01,Monthly,299,Kolkata,2024-02-01
57,2024-01-01,Monthly,299,Delhi,2024-09-01
58,2024-01-01,Monthly,299,Bengaluru,2025-10-01
59,2024-01-01,Annual,2499,Hyderabad,
60,2024-01-01,Annual,2499,Delhi,
61,2024-01-01,Monthly,299,Ahmedabad,2024-05-01
62,2024-01-01,Monthly,299,Pune,
63,2024-01-01,Annual,2499,Mumbai,
64,2024-01-01,Monthly,299,Bengaluru,2024-02-01
65,2024-01-01,Monthly,299,Kolkata,2025-01-01
66,2024-01-01,Monthly,299,Bengaluru,2024-09-01
67,2024-01-01,Monthly,299,Bengaluru,2024-08-01
68,2024-01-01,Monthly,299,Jaipur,2026-02-01
69,2024-01-01,Monthly,299,Ahmedabad,2024-07-01
70,2024-01-01,Annual,2499,Jaipur,
71,2024-01-01,Monthly,299,Hyderabad,2024-09-01
72,2024-01-01,Monthly,299,Hyderabad,2024-10-01
73,2024-01-01,Annual,2499,Pune,
74,2024-01-01,Monthly,299,Ahmedabad,2024-07-01
75,2024-01-01,Monthly,299,Kolkata,
76,2024-01-01,Monthly,299,Ahmedabad,2025-03-01
77,2024-01-01,Monthly,299,Pune,2025-10-01
78,2024-01-01,Monthly,299,Ahmedabad,2024-05-01
79,2024-01-01,Monthly,299,Hyderabad,2024-05-01
80,2024-01-01,Monthly,299,Chennai,2024-02-01
81,2024-01-01,Monthly,299,Ahmedabad,2024-02-01
82,2024-01-01,Annual,2499,Pune,2024-04-01
83,2024-01-01,Annual,2499,Patna,
84,2024-01-01,Monthly,299,Chennai,
85,2024-01-01,Monthly,299,Delhi,
86,2024-01-01,Monthly,299,Jaipur,2024-09-01
87,2024-01-01,Monthly,299,Hyderabad,2024-03-01
88,2024-01-01,Monthly,299,Bengaluru,2024-09-01
89,2024-01-01,Monthly,299,Jaipur,2024-09-01
90,2024-01-01,Annual,2499,Bengaluru,2026-04-01
91,2024-01-01,Monthly,299,Pune,2025-12-01
92,2024-01-01,Monthly,299,Chennai,2024-02-01
93,2024-01-01,Annual,2499,Patna,2024-02-01
94,2024-01-01,Monthly,299,Delhi,
95,2024-01-01,Monthly,299,Chennai,2024-06-01
96,2024-01-01,Annual,2499,Ahmedabad,
97,2024-01-01,Monthly,299,Chennai,2025-07-01
98,2024-01-01,Monthly,299,Patna,2025-06-01
99,2024-01-01,Monthly,299,Pune,2024-10-01
100,2024-01-01,Monthly,299,Hyderabad,
101,2024-01-01,Monthly,299,Kolkata,2024-09-01
102,2024-01-01,Monthly,299,Mumbai,2025-10-01
103,2024-01-01,Monthly,299,,2024-02-01
104,2024-01-01,Monthly,299,Ahmedabad,
105,2024-01-01,Monthly,299,Kolkata,
106,2024-01-01,Monthly,299,Bengaluru,2024-07-01
107,2024-01-01,Monthly,299,Delhi,2024-06-01
108,2024-01-01,Monthly,299,Hyderabad,
109,2024-01-01,Monthly,299,Pune,2024-11-01
110,2024-01-01,Monthly,299,Delhi,2024-02-01
111,2024-01-01,Monthly,299,Patna,2024-12-01
112,2024-01-01,Monthly,299,Hyderabad,2025-01-01
113,2024-01-01,Monthly,299,Bengaluru,2024-04-01
114,2024-01-01,Annual,2499,Mumbai,
115,2024-01-01,Monthly,299,Ahmedabad,2024-02-01
116,2024-01-01,Annual,2499,Delhi,
117,2024-01-01,Annual,2499,Pune,
118,2024-01-01,Monthly,299,Patna,2025-09-01
119,2024-01-01,Monthly,299,Hyderabad,2024-07-01
120,2024-01-01,Annual,2499,Ahmedabad,
121,2024-01-01,Monthly,299,Jaipur,2026-04-01
122,2024-01-01,Annual,2499,Ahmedabad,
123,2024-01-01,Monthly,299,Delhi,2024-02-01
124,2024-01-01,Monthly,299,Patna,2024-07-01
125,2024-01-01,Annual,2499,Hyderabad,
126,2024-01-01,Monthly,299,Ahmedabad,2025-07-01
127,2024-01-01,Monthly,299,Chennai,2025-02-01
128,2024-01-01,Monthly,299,Patna,2025-01-01
129,2024-01-01,Monthly,299,Bengaluru,2024-11-01
130,2024-01-01,Annual,2499,Ahmedabad,
131,2024-01-01,Monthly,299,Jaipur,2026-07-01
132,2024-01-01,Monthly,299,Delhi,2024-06-01
133,2024-01-01,Monthly,299,Hyderabad,2024-05-01
134,2024-01-01,Monthly,299,,2024-02-01
135,2024-01-01,Monthly,299,Mumbai,2024-04-01
136,2024-01-01,Annual,2499,Patna,
137,2024-01-01,Annual,2499,Pune,2026-01-01
138,2024-01-01,Monthly,299,Kolkata,2024-06-01
139,2024-01-01,Monthly,299,Patna,2024-09-01
140,2024-01-01,Monthly,299,Delhi,2025-02-01
141,2024-01-01,Annual,2499,Ahmedabad,
142,2024-01-01,Monthly,299,Mumbai,2024-10-01
143,2024-01-01,Monthly,299,Mumbai,2024-07-01
144,2024-01-01,Monthly,299,Hyderabad,2026-06-01
145,2024-01-01,Annual,2499,Ahmedabad,
146,2024-01-01,Monthly,299,Patna,2024-09-01
147,2024-01-01,Monthly,299,Chennai,2024-09-01
148,2024-01-01,Monthly,299,Patna,
149,2024-01-01,Monthly,299,Kolkata,2025-03-01
150,2024-01-01,Monthly,299,Chennai,2025-03-01
151,2024-01-01,Annual,2499,Pune,
152,2024-01-01,Monthly,299,Patna,2024-09-01
153,2024-01-01,Monthly,299,Jaipur,2024-08-01
154,2024-01-01,Monthly,299,Bengaluru,2024-03-01
155,2024-01-01,Monthly,299,Pune,2024-02-01
156,2024-01-01,Annual,2499,Patna,
157,2024-01-01,Monthly,299,Mumbai,2024-03-01
158,2024-01-01,Monthly,299,Ahmedabad,2026-02-01
159,2024-01-01,Monthly,299,Chennai,2024-09-01
160,2024-01-01,Annual,2499,Delhi,
161,2024-01-01,Monthly,299,,2024-07-01
162,2024-01-01,Monthly,299,Jaipur,2024-09-01
163,2024-01-01,Monthly,299,Hyderabad,2024-04-01
164,2024-01-01,Monthly,299,Patna,2024-11-01
165,2024-01-01,Monthly,299,Jaipur,2024-04-01
166,2024-01-01,Monthly,299,Jaipur,2025-05-01
167,2024-01-01,Monthly,299,Kolkata,
168,2024-01-01,Annual,2499,Delhi,2024-08-01
169,2024-01-01,Annual,2499,Jaipur,
170,2024-01-01,Monthly,299,Kolkata,2026-02-01
171,2024-01-01,Monthly,299,Mumbai,2024-06-01
172,2024-01-01,Monthly,299,Patna,
173,2024-01-01,Monthly,299,Pune,2024-03-01
174,2024-01-01,Monthly,299,Kolkata,2024-03-01
175,2024-01-01,Monthly,299,Delhi,2025-02-01
176,2024-01-01,Monthly,299,Pune,2024-06-01
177,2024-01-01,Monthly,299,Hyderabad,
178,2024-01-01,Monthly,299,Chennai,2024-04-01
179,2024-01-01,Annual,2499,Kolkata,
180,2024-01-01,Monthly,299,Bengaluru,2024-06-01
181,2024-01-01,Monthly,299,Bengaluru,
182,2024-01-01,Annual,2499,Chennai,
183,2024-01-01,Monthly,299,Patna,2024-11-01
184,2024-01-01,Monthly,299,Delhi,2024-04-01
185,2024-01-01,Monthly,299,Jaipur,2026-01-01
186,2024-01-01,Monthly,299,Pune,2025-02-01
187,2024-01-01,Monthly,299,Hyderabad,2024-02-01
188,2024-01-01,Monthly,299,Bengaluru,2024-08-01
189,2024-01-01,Monthly,299,Delhi,2024-12-01
190,2024-01-01,Monthly,299,Kolkata,2024-02-01
191,2024-01-01,Monthly,299,Patna,2025-09-01
192,2024-01-01,Annual,2499,Pune,
193,2024-01-01,Monthly,299,Pune,2024-02-01
194,2024-01-01,Annual,2499,Patna,
195,2024-01-01,Monthly,299,Hyderabad,2025-02-01
196,2024-01-01,Monthly,299,Ahmedabad,2024-07-01
197,2024-01-01,Monthly,299,Chennai,2024-02-01
198,2024-01-01,Monthly,299,Mumbai,2024-05-01
199,2024-01-01,Monthly,299,Mumbai,2024-03-01
200,2024-01-01,Monthly,299,Ahmedabad,2024-03-01
201,2024-01-01,Monthly,299,Ahmedabad,2026-01-01
202,2024-01-01,Monthly,299,Jaipur,
203,2024-01-01,Monthly,299,Ahmedabad,2025-04-01
204,2024-01-01,Monthly,299,Patna,2026-05-01
205,2024-01-01,Annual,2499,Chennai,2026-07-01
206,2024-01-01,Monthly,299,Patna,2025-08-01
207,2024-01-01,Monthly,299,Kolkata,2024-07-01
208,2024-01-01,Monthly,299,Bengaluru,2024-05-01
209,2024-01-01,Annual,2499,Jaipur,
210,2024-01-01,Monthly,299,Ahmedabad,2026-03-01
211,2024-01-01,Monthly,299,Delhi,2024-03-01
212,2024-01-01,Monthly,299,Bengaluru,2025-08-01
213,2024-01-01,Annual,2499,Mumbai,2024-10-01
214,2024-01-01,Monthly,299,Delhi,2026-06-01
215,2024-01-01,Annual,2499,Bengaluru,
216,2024-01-01,Monthly,299,Pune,2024-02-01
217,2024-01-01,Annual,2499,Patna,2025-02-01
218,2024-01-01,Monthly,299,,2025-03-01
219,2024-01-01,Monthly,299,Kolkata,2024-09-01
220,2024-01-01,Monthly,299,Delhi,2024-07-01
221,2024-01-01,Monthly,299,Mumbai,2024-10-01
222,2024-01-01,Annual,2499,Kolkata,
223,2024-01-01,Monthly,299,Chennai,2024-04-01
224,2024-01-01,Annual,2499,Jaipur,
225,2024-01-01,Monthly,299,Chennai,2024-02-01
226,2024-01-01,Annual,2499,Chennai,2024-03-01
227,2024-01-01,Monthly,299,Patna,2025-04-01
228,2024-01-01,Annual,2499,Mumbai,
229,2024-01-01,Monthly,299,Ahmedabad,2024-04-01
230,2024-01-01,Monthly,299,Ahmedabad,2024-08-01
231,2024-01-01,Monthly,299,Kolkata,2024-08-01
232,2024-01-01,Monthly,299,Bengaluru,2026-08-01
233,2024-01-01,Monthly,299,Jaipur,2025-01-01
234,2024-01-01,Monthly,299,Kolkata,2024-06-01
235,2024-01-01,Monthly,299,Bengaluru,2024-07-01
236,2024-01-01,Annual,2499,Kolkata,2024-12-01
237,2024-01-01,Monthly,299,Chennai,2024-08-01
238,2024-01-01,Monthly,299,Kolkata,
239,2024-01-01,Monthly,299,Pune,2024-03-01
240,2024-01-01,Monthly,299,Hyderabad,2025-05-01
241,2024-01-01,Monthly,299,Kolkata,2026-06-01
242,2024-01-01,Monthly,299,Ahmedabad,2024-02-01
243,2024-01-01,Annual,2499,Jaipur,
244,2024-01-01,Monthly,299,Pune,2024-11-01
245,2024-01-01,Monthly,299,Ahmedabad,2025-07-01
246,2024-01-01,Annual,2499,Hyderabad,2024-03-01
247,2024-01-01,Annual,2499,Bengaluru,
248,2024-01-01,Monthly,299,Patna,2024-09-01
249,2024-01-01,Monthly,299,,2025-08-01
250,2024-01-01,Monthly,299,Kolkata,2024-04-01
251,2024-01-01,Annual,2499,Delhi,2024-04-01
252,2024-01-01,Annual,2499,Delhi,
253,2024-01-01,Annual,2499,Pune,
254,2024-01-01,Monthly,299,Chennai,2025-08-01
255,2024-01-01,Monthly,299,Chennai,2024-03-01
256,2024-01-01,Annual,2499,Delhi,2024-03-01
257,2024-01-01,Annual,2499,Mumbai,
258,2024-01-01,Annual,2499,Bengaluru,
259,2024-02-01,Monthly,299,Jaipur,2024-03-01
260,2024-02-01,Annual,2499,Kolkata,
261,2024-02-01,Annual,2499,Jaipur,
262,2024-02-01,Monthly,299,Delhi,2024-10-01
263,2024-02-01,Monthly,299,Patna,2026-03-01
264,2024-02-01,Monthly,299,Patna,2026-06-01
265,2024-02-01,Monthly,299,Bengaluru,2024-11-01
266,2024-02-01,Monthly,299,Jaipur,2025-12-01
267,2024-02-01,Monthly,299,,
268,2024-02-01,Monthly,299,Pune,2025-02-01
269,2024-02-01,Monthly,299,Pune,2024-04-01
270,2024-02-01,Annual,2499,Chennai,
271,2024-02-01,Monthly,299,Delhi,2024-03-01
272,2024-02-01,Monthly,299,Chennai,2025-08-01
273,2024-02-01,Monthly,299,Delhi,2025-04-01
274,2024-02-01,Monthly,299,Chennai,2024-05-01
275,2024-02-01,Monthly,299,Jaipur,2024-11-01
276,2024-02-01,Monthly,299,Hyderabad,2025-02-01
277,2024-02-01,Monthly,299,Delhi,2025-03-01
278,2024-02-01,Monthly,299,Pune,
279,2024-02-01,Monthly,299,Patna,2024-03-01
280,2024-02-01,Monthly,299,Patna,2024-05-01
281,2024-02-01,Monthly,299,Jaipur,2025-12-01
282,2024-02-01,Monthly,299,Jaipur,
283,2024-02-01,Monthly,299,Kolkata,2024-10-01
284,2024-02-01,Annual,2499,Jaipur,
285,2024-02-01,Monthly,299,Pune,2025-01-01
286,2024-02-01,Annual,2499,Mumbai,
287,2024-02-01,Annual,2499,Chennai,2025-06-01
288,2024-02-01,Monthly,299,Mumbai,2024-08-01
289,2024-02-01,Monthly,299,Pune,2024-07-01
290,2024-02-01,Monthly,299,Chennai,2025-06-01
291,2024-02-01,Monthly,299,Kolkata,2024-07-01
292,2024-02-01,Monthly,299,Delhi,2024-03-01
293,2024-02-01,Monthly,299,Hyderabad,2024-04-01
294,2024-02-01,Annual,2499,Hyderabad,2024-09-01
295,2024-02-01,Monthly,299,Patna,2024-06-01
296,2024-02-01,Monthly,299,Mumbai,
297,2024-02-01,Annual,2499,Jaipur,
298,2024-02-01,Annual,2499,Pune,
299,2024-02-01,Annual,2499,Delhi,
300,2024-02-01,Monthly,299,Pune,2024-12-01
301,2024-02-01,Monthly,299,Delhi,2025-02-01
302,2024-02-01,Annual,2499,Mumbai,
303,2024-02-01,Monthly,299,Delhi,2024-03-01
304,2024-02-01,Monthly,299,Bengaluru,2024-04-01
305,2024-02-01,Monthly,299,Bengaluru,2024-11-01
306,2024-02-01,Annual,2499,Jaipur,2025-07-01
307,2024-02-01,Annual,2499,Chennai,
308,2024-02-01,Monthly,299,Bengaluru,2024-10-01
309,2024-02-01,Monthly,299,Ahmedabad,2024-11-01
310,2024-02-01,Annual,2499,Mumbai,
311,2024-02-01,Monthly,299,Ahmedabad,2024-04-01
312,2024-02-01,Monthly,299,Kolkata,
313,2024-02-01,Monthly,299,Pune,2024-05-01
314,2024-02-01,Annual,2499,Chennai,
315,2024-02-01,Monthly,299,Kolkata,2024-09-01
316,2024-02-01,Monthly,299,Ahmedabad,2024-09-01
317,2024-02-01,Monthly,299,Chennai,
318,2024-02-01,Monthly,299,Hyderabad,2024-11-01
319,2024-02-01,Monthly,299,Bengaluru,
320,2024-02-01,Annual,2499,Hyderabad,
321,2024-02-01,Annual,2499,Patna,
322,2024-02-01,Monthly,299,Kolkata,2024-05-01
323,2024-02-01,Monthly,299,Patna,2025-04-01
324,2024-02-01,Monthly,299,Hyderabad,2026-06-01
325,2024-02-01,Monthly,299,,2025-06-01
326,2024-02-01,Monthly,299,Hyderabad,2024-08-01
327,2024-02-01,Annual,2499,Bengaluru,2024-03-01
328,2024-02-01,Monthly,299,Patna,
329,2024-02-01,Monthly,299,Pune,2024-04-01
330,2024-02-01,Annual,2499,Hyderabad,
331,2024-02-01,Monthly,299,Ahmedabad,2025-02-01
332,2024-02-01,Annual,2499,Delhi,
333,2024-02-01,Annual,2499,Pune,
334,2024-02-01,Monthly,299,Hyderabad,2025-02-01
335,2024-02-01,Monthly,299,Kolkata,2024-03-01
336,2024-02-01,Annual,2499,Pune,
337,2024-02-01,Monthly,299,Chennai,2024-04-01
338,2024-02-01,Monthly,299,Chennai,2025-03-01
339,2024-02-01,Annual,2499,Pune,
340,2024-02-01,Monthly,299,Mumbai,2025-07-01
341,2024-02-01,Monthly,299,Hyderabad,2024-03-01
342,2024-02-01,Monthly,299,Kolkata,2024-05-01
343,2024-02-01,Monthly,299,Hyderabad,2024-03-01
344,2024-02-01,Annual,2499,Hyderabad,2024-10-01
345,2024-02-01,Monthly,299,Bengaluru,
346,2024-02-01,Annual,2499,Patna,
347,2024-02-01,Monthly,299,Pune,2024-06-01
348,2024-02-01,Monthly,299,Bengaluru,2024-04-01
349,2024-02-01,Monthly,299,Bengaluru,
350,2024-02-01,Monthly,299,Ahmedabad,2024-09-01
351,2024-02-01,Annual,2499,Bengaluru,
352,2024-02-01,Monthly,299,Hyderabad,2025-08-01
353,2024-02-01,Monthly,299,Patna,2024-03-01
354,2024-02-01,Monthly,299,Ahmedabad,2024-04-01
355,2024-02-01,Monthly,299,Ahmedabad,2024-05-01
356,2024-02-01,Annual,2499,Chennai,
357,2024-02-01,Annual,2499,Kolkata,2024-10-01
358,2024-02-01,Annual,2499,Hyderabad,2024-12-01
359,2024-02-01,Monthly,299,Hyderabad,2024-11-01
360,2024-02-01,Monthly,299,Bengaluru,2024-03-01
361,2024-02-01,Monthly,299,Mumbai,2025-12-01
362,2024-02-01,Monthly,299,Patna,2024-03-01
363,2024-02-01,Monthly,299,Pune,2026-08-01
364,2024-02-01,Monthly,299,Ahmedabad,2024-12-01
365,2024-02-01,Monthly,299,Patna,2024-04-01
366,2024-02-01,Annual,2499,Hyderabad,2024-03-01
367,2024-02-01,Annual,2499,Pune,2025-03-01
368,2024-02-01,Monthly,299,Pune,2025-11-01
369,2024-02-01,Monthly,299,Mumbai,2026-06-01
370,2024-02-01,Monthly,299,Patna,2024-03-01
371,2024-02-01,Annual,2499,Hyderabad,
372,2024-02-01,Annual,2499,Pune,2024-07-01
373,2024-02-01,Monthly,299,Mumbai,2025-04-01
374,2024-02-01,Annual,2499,Hyderabad,
375,2024-02-01,Monthly,299,Hyderabad,2024-07-01
376,2024-02-01,Monthly,299,Jaipur,2024-11-01
377,2024-02-01,Monthly,299,Delhi,2024-03-01
378,2024-02-01,Monthly,299,Delhi,
379,2024-02-01,Monthly,299,Jaipur,2025-02-01
380,2024-02-01,Annual,2499,Patna,2025-10-01
381,2024-02-01,Annual,2499,Jaipur,2026-04-01
382,2024-02-01,Monthly,299,Patna,2024-11-01
383,2024-02-01,Monthly,299,Hyderabad,2024-05-01
384,2024-02-01,Monthly,299,Pune,2025-09-01
385,2024-02-01,Annual,2499,Ahmedabad,
386,2024-02-01,Monthly,299,Kolkata,2024-08-01
387,2024-02-01,Monthly,299,Mumbai,2024-12-01
388,2024-02-01,Monthly,299,Hyderabad,2024-03-01
389,2024-02-01,Monthly,299,Delhi,2024-12-01
390,2024-02-01,Monthly,299,Kolkata,2024-11-01
391,2024-02-01,Monthly,299,Delhi,2025-12-01
392,2024-02-01,Monthly,299,Pune,2024-06-01
393,2024-02-01,Annual,2499,Chennai,
394,2024-02-01,Monthly,299,Hyderabad,2024-08-01
395,2024-02-01,Monthly,299,Patna,2024-10-01
396,2024-02-01,Monthly,299,Mumbai,
397,2024-02-01,Monthly,299,Mumbai,2025-10-01
398,2024-02-01,Monthly,299,Patna,2025-11-01
399,2024-02-01,Monthly,299,Bengaluru,2026-05-01
400,2024-02-01,Monthly,299,Kolkata,2024-12-01
401,2024-02-01,Monthly,299,Jaipur,2025-05-01
402,2024-02-01,Monthly,299,Jaipur,2025-12-01
403,2024-02-01,Monthly,299,Delhi,2024-10-01
404,2024-02-01,Annual,2499,Kolkata,
405,2024-02-01,Annual,2499,Ahmedabad,
406,2024-02-01,Monthly,299,Patna,
407,2024-02-01,Annual,2499,Jaipur,
408,2024-02-01,Monthly,299,Patna,2024-03-01
409,2024-02-01,Monthly,299,Ahmedabad,2024-10-01
410,2024-02-01,Annual,2499,Ahmedabad,
411,2024-02-01,Annual,2499,Jaipur,2026-06-01
412,2024-02-01,Monthly,299,Kolkata,2026-05-01
413,2024-02-01,Monthly,299,Delhi,2024-04-01
414,2024-02-01,Monthly,299,Hyderabad,2024-10-01
415,2024-02-01,Annual,2499,Chennai,2026-04-01
416,2024-02-01,Monthly,299,Hyderabad,2025-01-01
417,2024-02-01,Monthly,299,Hyderabad,2024-05-01
418,2024-02-01,Monthly,299,Mumbai,2025-12-01
419,2024-02-01,Monthly,299,Mumbai,
420,2024-02-01,Annual,2499,Kolkata,2024-09-01
421,2024-02-01,Monthly,299,Pune,2025-09-01
422,2024-02-01,Monthly,299,Pune,2024-05-01
423,2024-02-01,Monthly,299,Bengaluru,2024-11-01
424,2024-02-01,Monthly,299,Jaipur,2026-02-01
425,2024-02-01,Annual,2499,Hyderabad,
426,2024-02-01,Annual,2499,Bengaluru,
427,2024-02-01,Monthly,299,Hyderabad,2024-04-01
428,2024-02-01,Annual,2499,Pune,
429,2024-02-01,Monthly,299,Jaipur,2025-05-01
430,2024-02-01,Monthly,299,Bengaluru,2024-12-01
431,2024-02-01,Monthly,299,Pune,2025-09-01
432,2024-02-01,Monthly,299,Bengaluru,2024-12-01
433,2024-02-01,Monthly,299,Ahmedabad,2024-10-01
434,2024-02-01,Annual,2499,Delhi,
435,2024-02-01,Annual,2499,Bengaluru,
436,2024-02-01,Monthly,299,Pune,2024-05-01
437,2024-02-01,Monthly,299,Hyderabad,2025-02-01
438,2024-02-01,Monthly,299,Ahmedabad,2025-07-01
439,2024-02-01,Monthly,299,Chennai,2024-05-01
440,2024-02-01,Annual,2499,Hyderabad,
441,2024-02-01,Monthly,299,Pune,2025-03-01
442,2024-02-01,Annual,2499,Ahmedabad,2025-03-01
443,2024-02-01,Monthly,299,Jaipur,2024-12-01
444,2024-02-01,Monthly,299,Jaipur,2024-05-01
445,2024-02-01,Monthly,299,Ahmedabad,2024-05-01
446,2024-02-01,Annual,2499,Kolkata,
447,2024-02-01,Monthly,299,Pune,
448,2024-02-01,Annual,2499,Chennai,
449,2024-02-01,Monthly,299,Hyderabad,2024-05-01
450,2024-02-01,Monthly,299,Mumbai,2024-04-01
451,2024-02-01,Monthly,299,Patna,2025-11-01
452,2024-02-01,Monthly,299,Delhi,2025-03-01
453,2024-02-01,Monthly,299,Jaipur,2024-06-01
454,2024-02-01,Annual,2499,Ahmedabad,
455,2024-02-01,Annual,2499,Delhi,
456,2024-02-01,Monthly,299,Mumbai,2024-09-01
457,2024-02-01,Monthly,299,Bengaluru,2024-07-01
458,2024-02-01,Monthly,299,Ahmedabad,2024-03-01
459,2024-02-01,Monthly,299,Kolkata,2024-03-01
460,2024-02-01,Monthly,299,Delhi,2025-12-01
461,2024-02-01,Monthly,299,Chennai,2024-07-01
462,2024-02-01,Monthly,299,,2024-04-01
463,2024-02-01,Annual,2499,Chennai,2026-06-01
464,2024-02-01,Annual,2499,Delhi,2025-10-01
465,2024-02-01,Monthly,299,Pune,2026-03-01
466,2024-02-01,Monthly,299,Jaipur,2024-03-01
467,2024-02-01,Monthly,299,Patna,2026-04-01
468,2024-02-01,Monthly,299,Mumbai,
469,2024-02-01,Annual,2499,Jaipur,
470,2024-02-01,Monthly,299,Kolkata,2024-03-01
471,2024-02-01,Monthly,299,Ahmedabad,2024-03-01
472,2024-02-01,Annual,2499,Chennai,
473,2024-02-01,Monthly,299,Ahmedabad,2025-12-01
474,2024-02-01,Monthly,299,Bengaluru,2025-01-01
475,2024-02-01,Monthly,299,Jaipur,2024-11-01
476,2024-02-01,Monthly,299,Mumbai,2026-04-01
477,2024-02-01,Annual,2499,Hyderabad,
478,2024-02-01,Monthly,299,Jaipur,
479,2024-02-01,Monthly,299,Patna,2024-12-01
480,2024-02-01,Monthly,299,Jaipur,2025-05-01
481,2024-02-01,Monthly,299,Ahmedabad,2024-03-01
482,2024-02-01,Annual,2499,Jaipur,2025-01-01
483,2024-02-01,Monthly,299,Chennai,2025-04-01
484,2024-02-01,Monthly,299,Bengaluru,2024-03-01
485,2024-02-01,Monthly,299,Pune,
486,2024-03-01,Annual,2499,Chennai,2024-04-01
487,2024-03-01,Annual,2499,Jaipur,
488,2024-03-01,Annual,2499,Mumbai,
489,2024-03-01,Monthly,299,Delhi,2024-06-01
490,2024-03-01,Monthly,299,Ahmedabad,2025-04-01
491,2024-03-01,Monthly,299,Jaipur,2024-04-01
492,2024-03-01,Annual,2499,Jaipur,2025-09-01
493,2024-03-01,Annual,2499,Bengaluru,
494,2024-03-01,Monthly,299,Mumbai,
495,2024-03-01,Annual,2499,Hyderabad,
496,2024-03-01,Annual,2499,Kolkata,
497,2024-03-01,Monthly,299,Ahmedabad,2024-06-01
498,2024-03-01,Monthly,299,Pune,2024-06-01
499,2024-03-01,Annual,2499,Pune,
500,2024-03-01,Annual,2499,Mumbai,2025-06-01
501,2024-03-01,Annual,2499,Pune,
502,2024-03-01,Monthly,299,Mumbai,2024-04-01
503,2024-03-01,Monthly,299,Mumbai,2026-05-01
504,2024-03-01,Monthly,299,Chennai,2025-09-01
505,2024-03-01,Monthly,299,Patna,2024-06-01
506,2024-03-01,Annual,2499,Chennai,
507,2024-03-01,Monthly,299,Ahmedabad,
508,2024-03-01,Monthly,299,Ahmedabad,2025-05-01
509,2024-03-01,Monthly,299,Ahmedabad,
510,2024-03-01,Annual,2499,Chennai,
511,2024-03-01,Annual,2499,Hyderabad,2024-12-01
512,2024-03-01,Annual,2499,,
513,2024-03-01,Annual,2499,Patna,
514,2024-03-01,Monthly,299,Mumbai,2024-04-01
515,2024-03-01,Annual,2499,Delhi,2025-01-01
516,2024-03-01,Annual,2499,Patna,
